,p-error,p-centroids,p-point_dist,p-patchiness,p-iqr,a-error,a-centroids,a-point_dist,a-patchiness,a-iqr,EEE,VRM,IsoScore,p-under_mu,p-under_mu2,p-skew,a-under_mu,a-under_mu2,a-skew,p-count_var,p-count_kl,a-count_var,a-count_kl
bert-small_60_2,0.17230219,0.004213375,0.8668025390625,1.0010283379763256,0.0758935809135437,0.12682551,0.0032973213,0.8654743164062499,1.0018514119995694,0.0804903507232666,0.842,0.7957,0.1111,0.5191870880368913,0.0,0.3074770686024133,0.5110271113511105,0.0,0.12720014750753506,0.025403485643977465,0.014823579913203228,0.0386424768477094,0.023119852606707302
bert-small_25_2,0.14916363,0.0056520374,0.9042158203124999,1.0098715490272923,0.07671928405761719,0.09871713,0.012253265,0.92621044921875,1.0075579436356685,0.09392982721328735,0.7857,0.6387,0.1625,0.5181842337593321,1.714280816340525e-05,0.19314978354779969,0.5012728535061328,0.0,0.02251705615247339,0.16765604203558943,0.10951543042141651,0.13087020731782364,0.06616676775533029
bert-small_70_2,0.10722605,0.0064430265,0.90457822265625,1.0037651069906843,0.08076098561286926,0.07290841,0.007926742,0.9075019531249999,1.0062775405685946,0.09592786431312561,0.8637,0.8687,0.097,0.526344210445113,0.0,0.35257034245294167,0.4958300119142517,0.0,-0.0588713706766942,0.06943275788076114,0.04128585503482746,0.10996767702928519,0.06185363381687638
bert-small_70_3,0.21397813,0.002307109,0.8591736328124999,1.001091775785252,0.07822427153587341,0.15793346,0.0026830346,0.85815341796875,1.0012772520151823,0.07487267255783081,0.8365,0.784,0.1219,0.5218613661103826,0.0,0.3280837915529114,0.513461390110314,0.0,0.16643912373976888,0.02641457211593881,0.01598057145496146,0.02940113598253861,0.01675793197125852
bert-small_25_1,0.18930107,0.011181471,0.85131787109375,1.0055437095945734,0.06987985968589783,0.13799423,0.0075226985,0.8650546875,1.00589994886504,0.08475255966186523,0.7666,0.5974,0.1827,0.5188528032777049,0.0,0.23566585788505195,0.49715857954691556,0.0,-0.010470644511492495,0.09793242395762071,0.06525086173788118,0.10392543593203142,0.05726988989702174
bert-small_25_3,0.19946404,0.009045211,0.86966533203125,1.0064289630502607,0.0731295645236969,0.14083475,0.0072947396,0.8854697265625,1.0068545147083294,0.0908183753490448,0.768,0.596,0.1794,0.5147985291470596,8.571404081702625e-06,0.1525933493408113,0.4983328619061088,0.0,-0.030114442005437923,0.11220492631093198,0.07510811430881818,0.11936257024602184,0.0647428820516583
bert-small_14_2,0.22245173,0.020353258,0.91195888671875,1.017316094307381,0.08003953099250793,0.14314707,0.005347737,0.941370703125,1.0064149340038961,0.10438868403434753,0.7466,0.5402,0.1879,0.507118551089854,0.0006085696898008863,-0.15200116704852587,0.5073414075959783,0.0,0.08057921130315902,0.28775199607672475,0.17835001313070747,0.1123990927055305,0.0574598673545732
bert-small_14_1,0.20150419,0.016713543,0.9172608398437501,1.0177189581604005,0.07964101433753967,0.12820266,0.0057853064,0.944939453125,1.0061599761138618,0.10078215599060059,0.7567,0.5605,0.1765,0.5163670960940112,9.428544489872886e-05,0.1360073694331902,0.5202413707389407,0.0,0.23834745931414908,0.2941634183260695,0.18502543146236272,0.10827323723788573,0.05622403865402814
bert-small_70_1,0.1870435,0.0052642506,0.86867939453125,1.0019176527965603,0.07965803146362305,0.13616946,0.0017647143,0.8683369140625,1.0024913707916363,0.08558264374732971,0.8402,0.7979,0.1195,0.5224099359716116,0.0,0.3203683866599631,0.5051471281510624,0.0,0.050686541131727776,0.03968637263929976,0.02496966224136051,0.048949636423738514,0.02792597515301957
bert-small_27_2,0.21153533,0.007901,0.8621812500000001,1.0046006648609591,0.07072475552558899,0.15254037,0.006188307,0.87480458984375,1.0056440053153317,0.08855226635932922,0.7775,0.6205,0.1706,0.5151242425021643,0.0,0.1925558827520766,0.491295739155031,0.0,-0.10039592119609086,0.0828098824093741,0.05395337017153848,0.0997790268462311,0.055747045200712594
bert-small_80_3,0.15077755,0.004722585,0.88114912109375,1.002687517654469,0.07979243993759155,0.10644789,0.004674766,0.88205537109375,1.0037001992146477,0.08348417282104492,0.8446,0.8055,0.1131,0.5219299373430362,0.0,0.3320614320950184,0.5019242802163423,0.0,0.03505279505725897,0.052096281519333494,0.03139357422058228,0.06841992415537304,0.039224390617089516
bert-small_16_2,0.17302577,0.017267417,0.9106056640625,1.0175489856459592,0.08109337091445923,0.11134447,0.0056652613,0.9396806640625001,1.006863801185876,0.10260617733001709,0.7556,0.56,0.1807,0.5124671072368364,0.0002228565061242682,0.04291439441082221,0.501469995800012,0.0,0.04669471624599573,0.29150687424049454,0.18305674813027958,0.11967207080016723,0.06142719758907547
bert-small_16_1,0.20634432,0.02252706,0.8876902343749999,1.0154573646838103,0.07674294710159302,0.13853842,0.010018893,0.92361572265625,1.0066193470072489,0.09928908944129944,0.7446,0.5402,0.1953,0.5120556798409147,1.714280816340525e-05,-0.0017680338766647619,0.5064328387633178,0.0,0.0512615940995422,0.2575992509745274,0.1641525203939679,0.11568507048592445,0.05901577870294432
bert-small_80_2,0.2146971,0.0072777253,0.8670659179687501,1.000948625321623,0.0756646990776062,0.1563929,0.0018586244,0.865405859375,1.0016174785771499,0.07822245359420776,0.8435,0.8063,0.1147,0.5167785234899329,0.0,0.25261400079980034,0.5054728415061671,0.0,0.032393216681876086,0.024128454680709458,0.014238315645940788,0.034878009903250136,0.02045991558920361
bert-small_80_1,0.19163851,0.003967295,0.86654541015625,1.001489112420876,0.08025369048118591,0.13998969,0.005103618,0.8654703125,1.002191696161208,0.08290818333625793,0.8385,0.7915,0.1208,0.5218613661103826,0.0,0.3301464085010544,0.513229962200108,0.0,0.13927328364332556,0.03281334209746349,0.01895779141838224,0.04411637961269616,0.025773416386633417
bert-small_27_3,0.16355693,0.0072541786,0.8907208984374999,1.0072561143073488,0.06815290451049805,0.112620406,0.009339098,0.90893974609375,1.0076102482510703,0.08573317527770996,0.784,0.6353,0.1678,0.5102471135796754,0.0,0.15859327811564916,0.4959500115713955,0.00011999965714383673,-0.10225587812549068,0.12554255071974113,0.08133374876299924,0.13160306976358188,0.06967821834664828
bert-small_27_1,0.16292116,0.009818867,0.8888767578125,1.0091314379258924,0.07312014698982239,0.11152155,0.009252372,0.90964013671875,1.0081882821071986,0.09563940763473511,0.7804,0.6268,0.1661,0.5203013705675127,9.428544489872886e-05,0.19797923716832147,0.49826429067345523,0.0,-0.0056331610326596825,0.15574424433034417,0.09861834083833125,0.14102148186505029,0.07390622800884628
bert-small_90_2,0.1980806,0.00330942,0.8569111328125001,1.001226455570754,0.07447278499603271,0.14588442,0.0042590927,0.85633486328125,1.0015578164854237,0.08080598711967468,0.828,0.7642,0.1292,0.5224870786083469,0.0,0.3422940368267446,0.5086528324204788,0.0,0.1074523948601186,0.028590618626447087,0.01738219113879439,0.03392804196880038,0.01984341630493677
bert-small_33_1,0.14779781,0.010868363,0.88992255859375,1.0066447361193107,0.07554376125335693,0.101029366,0.0054933676,0.9058709960937499,1.0065583248579881,0.09117692708969116,0.8053,0.693,0.1466,0.5182099479715773,0.0,0.2065030205303684,0.49286430610198256,0.0,-0.09483976070697166,0.11570177218987901,0.07618429192622188,0.11462163693643687,0.06027290602185155
bert-small_33_2,0.16225639,0.010975851,0.88455771484375,1.0070886115257334,0.0732058584690094,0.11161541,0.009196185,0.9000250000000001,1.0070207197340952,0.09244042634963989,0.8061,0.6954,0.1449,0.5187499464287245,0.0,0.2527692320546764,0.49436430181628055,0.00017142808163405246,-0.11678408747424178,0.12281386012923583,0.08020140146284525,0.12208330225392985,0.06464571631389888
bert-small_90_3,0.21636185,0.0022670154,0.852435546875,1.0007827888162004,0.07170307636260986,0.16346481,0.005730697,0.851778515625,1.000756227727162,0.07585987448692322,0.8302,0.7685,0.1312,0.5200356570409799,0.0,0.2907170549366429,0.5094671158082406,0.0,0.09474417138056426,0.021435010344050605,0.013169562394872863,0.02101808545014735,0.011984593246969088
bert-small_90_1,0.19549355,0.005182772,0.86518642578125,1.0011505250985206,0.07435521483421326,0.1440519,0.003919783,0.8643938476562499,1.0017320513755086,0.07933485507965088,0.8378,0.7885,0.1205,0.5184156616695381,0.0,0.24902132750186873,0.5009042831306196,0.0,-0.010192411899857208,0.027350544063037684,0.017608166969477635,0.0367186761795292,0.021554154495896864
bert-small_33_3,0.19562514,0.008090707,0.8782416015625,1.0049537608351018,0.07413589954376221,0.13712645,0.004893626,0.8879650390625,1.006431195919134,0.09516209363937378,0.8014,0.6857,0.153,0.5169413801674853,0.0,0.19566706975402742,0.49503287133465335,5.142842449021574e-05,-0.08368109043776062,0.08851076738186749,0.05649410299162308,0.1125200197890391,0.060309098267295455
bert-small_18_3,0.18117265,0.016403005,0.89417431640625,1.013356294436882,0.07135027647018433,0.12148753,0.004952606,0.923928515625,1.0063742674607665,0.09701147675514221,0.749,0.5489,0.1901,0.5118585375470356,0.000137142465307242,0.006160664729249787,0.504812843391876,0.0,0.055524790965164564,0.22374241565361994,0.14504632357264688,0.11174237129591372,0.05702426054549989
bert-small_18_1,0.2003555,0.010896692,0.8986039062500001,1.0104503828135436,0.07590949535369873,0.1349228,0.0077221626,0.9217966796875,1.0070881624834014,0.09619483351707458,0.7524,0.5562,0.188,0.5089271173510933,8.571404081702625e-06,-0.02557616045295714,0.4971842937591607,0.0,-0.06803092302243352,0.1770026046386884,0.11110985828108794,0.12325819732951787,0.06377051168735606
bert-small_18_2,0.24962634,0.011898857,0.84608466796875,1.0095763842159915,0.06941428780555725,0.18010156,0.006165252,0.8721226562500001,1.0072113787588992,0.08782333135604858,0.7298,0.5127,0.2082,0.5097756863551819,3.42856163268105e-05,0.01692252675866385,0.48962431535909895,0.0,-0.12305859192921763,0.16276961217332578,0.10884851560906234,0.1252023295883005,0.0663428826952307
