quant	error	pt_var	pt_kl	cent_var	EEE_mean	patch
product	0.19365942	0.25935409148567434	0.137658230356192	0.011473105	0.8750100393700787	1.0155304263288734
additive	0.10889694	0.5182409573324371	0.22779500893019142	0.008189582	0.87834013671875	1.0311636766186283
