quant	error	pt_var	pt_kl	cent_var	EEE_mean	patch
product	0.257155	0.5677560630810674	0.28411205319459115	0.011319319	0.7299325420375866	1.0344787053817326
additive	0.18702242	0.6961635817927132	0.31435412779422056	0.009362074	0.73674111328125	1.042102151915935
