quant	error	pt_var	pt_kl	cent_var	EEE_mean	patch
product	0.020735702	1.2612640360509542	0.4166115653544241	0.007927123	0.84734814453125	1.075664909290599
additive	0.011204987	1.6349610887742565	0.5118188903490979	0.0057486496	0.85453037109375	1.0978424665176596
