quant	error	pt_var	pt_kl	cent_var	EEE_mean	patch
product	0.07470498	0.8438812310630885	0.4050464633355394	0.0027817178	0.6263403865717193	1.0512799900201797
additive	0.05921783	0.7680995194759195	0.3159338989587831	0.007821308	0.6623267578125	1.0460772334783386
