quant	error	pt_var	pt_kl	cent_var	EEE_mean	patch
product	0.47636482	0.5956496216917879	0.21089327601584112	0.017476099	0.7618794291338582	1.0353747129138684
additive	0.3512491	0.7694651226921724	0.3277334802684822	0.005037099	0.7415556640625001	1.046613953520558
