quant	error	pt_var	pt_kl	cent_var	EEE_mean	patch
product	0.13480099	1.1073150526214237	0.394464690421063	0.006202794	0.649683081570997	1.0658170918962078
additive	0.10731607	0.7859231427979696	0.29950841412107554	0.0072024036	0.6797730468750001	1.0471258522194802
