quant	error	pt_var	pt_kl	cent_var	EEE_mean	patch
product	0.25836936	0.5600573584401973	1270165.265112368	0.014562547	0.7322646653543308	1.0339623181702358
additive	0.18313132	0.7375614536671364	1275034.2879069871	0.013826292	0.7372329101562499	1.0443107628240935
