quant	error	pt_var	pt_kl	cent_var	EEE_mean	patch
product	0.3279124	0.6955450416477504	0.30416074697481743	0.04801429	0.52462314453125	1.042164877443155
additive	0.25818297	0.6966460664528112	0.3218557803946136	0.03164645	0.5956854901960784	1.042083262755973
