quant	error	pt_var	pt_kl	cent_var	EEE_mean	patch
product	0.09512918	0.11301453412982555	0.06285284548889175	0.0014112468	0.8916169921874999	1.0064681489439216
additive	0.058075536	0.2968296827090988	0.14770966912551392	0.0063264924	0.89839365234375	1.0177995027503675
