quant	error	pt_var	pt_kl	cent_var	EEE_mean	patch
product	0.10203464	0.14361462414667125	0.0807580014812832	0.006347853	0.8098908113391984	1.0083611497685334
additive	0.06642719	0.4977101588326154	0.20781255407628396	0.0037004757	0.8231455348380765	1.0295774371696638
