quant	error	pt_var	pt_kl	cent_var	EEE_mean	patch
product	0.008678536	0.30320300999121447	0.16235321983033346	0.0015245602	0.92764013671875	1.0182402069695868
additive	0.0032520846	1.0330556936096271	0.4794123024817147	0.0046531186	0.9134968348170128	1.0627929787329762
